id_reserva;id_cliente;id_habitacion;id_canal;estado_reserva;adultos;ninos;bebes;deposito;checkin;checkout
34;726;924;1;Check-Out;2;0;0;0;01/07/2015;15/07/2015
35;922;911;3;Check-Out;1;0;0;0;01/07/2015;02/07/2015
36;727;664;2;Check-Out;1;0;0;2400;01/07/2015;02/07/2015
37;721;742;3;Check-Out;1;0;0;0;01/07/2015;02/07/2015
38;857;607;2;Check-Out;2;0;0;2400;01/07/2015;05/07/2015
39;449;751;2;Check-Out;2;0;0;2530;01/07/2015;05/07/2015
40;56;298;2;Check-Out;3;0;0;60;01/07/2015;06/07/2015
41;432;888;2;Check-Out;2;0;0;1150;01/07/2015;08/07/2015
42;845;823;2;Check-Out;2;0;0;1560;01/07/2015;08/07/2015
43;220;765;2;Check-Out;2;1;0;1560;01/07/2015;08/07/2015
44;531;569;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
45;422;127;2;Canceled;2;0;0;90;01/07/2015;05/07/2015
46;866;857;2;Canceled;1;0;0;90;01/07/2015;05/07/2015
47;190;270;2;Canceled;2;0;0;90;01/07/2015;07/07/2015
48;998;936;2;Canceled;2;0;0;60;01/07/2015;03/07/2015
49;10;343;2;Canceled;2;0;0;60;01/07/2015;03/07/2015
50;644;282;2;Canceled;2;0;0;60;01/07/2015;03/07/2015
51;347;954;2;Canceled;2;0;0;60;01/07/2015;03/07/2015
52;418;583;2;Canceled;2;0;0;60;01/07/2015;03/07/2015
53;975;954;2;Canceled;2;0;0;60;01/07/2015;03/07/2015
54;651;498;2;Canceled;2;0;0;60;01/07/2015;03/07/2015
55;918;103;2;Canceled;2;0;0;60;01/07/2015;03/07/2015
56;835;222;2;Canceled;2;0;0;90;01/07/2015;06/07/2015
57;495;444;2;Canceled;2;0;0;90;01/07/2015;03/07/2015
58;492;912;2;Canceled;2;0;0;90;01/07/2015;03/07/2015
59;569;268;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
60;932;881;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
61;922;899;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
62;788;833;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
63;146;491;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
64;176;935;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
65;757;886;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
66;981;922;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
67;568;250;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
68;73;892;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
69;275;485;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
70;320;551;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
71;516;539;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
72;624;778;2;Check-Out;1;0;0;60;01/07/2015;03/07/2015
73;845;816;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
74;440;577;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
75;264;612;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
76;345;360;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
77;787;145;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
78;973;235;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
79;750;696;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
80;355;577;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
81;403;966;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
82;155;186;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
83;136;702;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
84;649;331;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
85;564;510;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
86;122;739;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
87;30;721;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
88;271;510;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
89;43;811;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
90;738;924;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
91;515;132;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
92;701;913;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
93;860;720;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
94;340;294;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
95;35;390;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
96;346;558;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
97;434;835;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
98;34;259;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
99;820;463;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
100;401;774;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
101;369;967;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
102;723;427;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
103;737;811;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
104;333;342;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
105;315;145;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
106;403;972;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
107;471;522;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
108;998;637;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
109;691;595;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
110;268;649;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
111;44;144;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
112;383;180;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
113;835;271;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
114;918;630;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
115;619;708;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
116;946;409;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
117;155;151;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
118;68;642;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
119;579;409;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
120;175;217;2;Check-Out;2;0;0;60;01/07/2015;03/07/2015
121;397;493;2;Check-Out;2;0;0;80;01/07/2015;06/07/2015
122;735;298;2;Check-Out;3;0;0;80;01/07/2015;06/07/2015
123;599;115;2;Check-Out;2;0;0;1750;02/07/2015;08/07/2015
124;577;742;2;Canceled;3;0;0;2410;02/07/2015;06/07/2015
125;798;130;2;Canceled;3;0;0;2410;02/07/2015;06/07/2015
126;647;325;2;Check-Out;2;0;0;2400;02/07/2015;06/07/2015
127;283;796;2;Check-Out;3;0;0;2410;02/07/2015;06/07/2015
128;508;106;2;Canceled;3;0;0;2410;02/07/2015;06/07/2015
129;210;403;1;Check-Out;2;0;0;2500;02/07/2015;07/07/2015
130;500;577;2;Canceled;2;0;0;2410;02/07/2015;07/07/2015
131;21;583;2;Check-Out;2;0;0;80;02/07/2015;07/07/2015
132;994;805;1;Check-Out;2;0;0;0;02/07/2015;07/07/2015
133;696;721;1;Check-Out;2;0;0;2500;02/07/2015;07/07/2015
134;767;895;2;Check-Out;2;0;0;2400;02/07/2015;09/07/2015
135;767;638;2;Canceled;2;2;0;2400;02/07/2015;09/07/2015
136;748;457;2;Check-Out;2;0;0;1340;02/07/2015;09/07/2015
137;425;594;2;Check-Out;2;0;0;1560;02/07/2015;09/07/2015
138;524;570;2;Check-Out;2;0;0;2430;02/07/2015;09/07/2015
139;13;913;2;Check-Out;2;0;0;2410;02/07/2015;09/07/2015
140;139;846;2;Check-Out;2;0;0;1560;02/07/2015;09/07/2015
141;886;114;2;Check-Out;2;0;0;1560;02/07/2015;13/07/2015
142;502;774;2;Check-Out;2;0;0;2430;02/07/2015;16/07/2015
143;987;823;2;Check-Out;2;0;0;2400;02/07/2015;03/07/2015
144;161;997;2;Check-Out;2;0;0;2400;02/07/2015;03/07/2015
145;60;879;1;Check-Out;2;2;0;0;02/07/2015;03/07/2015
146;968;994;1;Check-Out;2;0;0;0;02/07/2015;03/07/2015
147;854;865;2;Check-Out;2;0;0;2400;02/07/2015;03/07/2015
148;138;703;1;Check-Out;2;0;0;0;02/07/2015;03/07/2015
149;25;576;2;Check-Out;2;0;0;2420;02/07/2015;04/07/2015
150;117;643;2;Check-Out;2;0;0;2410;02/07/2015;04/07/2015
151;485;588;2;Check-Out;2;0;0;2400;02/07/2015;04/07/2015
152;725;211;1;Check-Out;2;0;0;2500;02/07/2015;05/07/2015
153;610;378;2;Check-Out;2;0;0;1150;02/07/2015;05/07/2015
154;140;204;2;Canceled;2;0;0;2400;02/07/2015;05/07/2015
155;575;948;2;Canceled;2;0;0;2430;02/07/2015;16/07/2015
156;624;667;2;Canceled;2;0;0;2400;02/07/2015;06/07/2015
157;374;293;1;Canceled;1;0;0;0;02/07/2015;05/07/2015
158;730;156;2;Check-Out;2;0;0;1560;02/07/2015;08/07/2015
159;383;624;2;Check-Out;2;0;0;2430;02/07/2015;08/07/2015
160;953;568;2;Check-Out;1;0;0;2430;02/07/2015;09/07/2015
161;600;652;2;Check-Out;1;0;0;2430;02/07/2015;09/07/2015
162;584;337;2;Check-Out;2;0;0;1560;02/07/2015;09/07/2015
163;616;730;2;Check-Out;3;0;0;50;02/07/2015;13/07/2015
164;557;379;2;Check-Out;2;0;0;690;02/07/2015;13/07/2015
165;902;528;2;Check-Out;2;0;0;2430;02/07/2015;16/07/2015
166;502;847;2;Check-Out;2;0;0;2430;02/07/2015;16/07/2015
167;33;174;2;Canceled;2;0;0;90;02/07/2015;04/07/2015
168;338;571;2;Canceled;2;0;0;90;02/07/2015;05/07/2015
169;441;160;2;Check-Out;1;0;0;10;02/07/2015;05/07/2015
170;77;736;2;Canceled;1;0;0;90;02/07/2015;06/07/2015
171;884;415;2;No-Show;2;0;0;80;02/07/2015;07/07/2015
172;324;570;2;No-Show;2;0;0;80;02/07/2015;07/07/2015
173;717;390;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
174;213;300;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
175;264;372;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
176;157;985;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
177;957;157;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
178;685;138;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
179;782;966;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
180;786;924;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
181;695;588;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
182;172;588;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
183;788;828;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
184;336;679;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
185;379;973;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
186;769;138;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
187;391;156;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
188;516;661;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
189;372;348;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
190;597;858;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
191;189;636;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
192;359;768;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
193;758;270;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
194;293;895;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
195;624;120;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
196;630;337;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
197;974;463;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
198;461;948;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
199;434;547;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
200;108;703;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
201;620;667;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
202;484;720;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
203;599;829;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
204;659;648;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
205;587;336;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
206;979;181;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
207;908;457;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
208;249;588;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
209;322;936;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
210;77;115;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
211;356;643;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
212;176;630;2;Canceled;2;0;0;10;02/07/2015;04/07/2015
213;157;270;2;Canceled;2;0;0;90;02/07/2015;06/07/2015
214;886;367;2;Canceled;2;0;0;90;02/07/2015;05/07/2015
215;953;468;2;Canceled;2;0;0;90;02/07/2015;09/07/2015
216;997;579;2;Check-Out;2;2;0;2400;03/07/2015;05/07/2015
217;806;150;2;Check-Out;2;0;0;2400;03/07/2015;05/07/2015
218;8;378;2;Check-Out;2;0;0;2420;03/07/2015;05/07/2015
219;495;622;2;Canceled;3;0;0;2420;03/07/2015;05/07/2015
220;360;924;2;Canceled;2;0;0;2400;03/07/2015;05/07/2015
221;657;169;2;Canceled;2;0;0;2400;03/07/2015;05/07/2015
222;281;162;2;Canceled;2;0;0;2400;03/07/2015;05/07/2015
223;236;426;2;Check-Out;2;0;0;30;03/07/2015;05/07/2015
224;812;786;2;Check-Out;2;0;0;2400;03/07/2015;05/07/2015
225;876;784;2;Canceled;3;0;0;2420;03/07/2015;05/07/2015
226;607;618;2;Check-Out;2;0;0;2400;03/07/2015;06/07/2015
227;973;751;2;Canceled;2;0;0;2400;03/07/2015;06/07/2015
228;131;371;2;Check-Out;1;0;0;2400;03/07/2015;07/07/2015
229;576;150;2;Check-Out;2;0;0;1050;03/07/2015;07/07/2015
230;313;850;2;Check-Out;3;0;0;50;03/07/2015;11/07/2015
231;914;415;2;Check-Out;2;0;0;400;03/07/2015;12/07/2015
232;845;402;2;Canceled;2;0;0;400;03/07/2015;13/07/2015
233;729;114;2;Check-Out;2;0;0;400;03/07/2015;13/07/2015
234;648;547;1;Canceled;2;0;0;2500;03/07/2015;13/07/2015
235;452;457;2;Check-Out;2;0;0;1150;03/07/2015;13/07/2015
236;565;468;2;Check-Out;2;0;0;400;03/07/2015;17/07/2015
237;498;571;2;Check-Out;2;0;0;2410;03/07/2015;17/07/2015
238;188;915;2;Canceled;2;1;0;2420;03/07/2015;24/07/2015
239;836;396;2;Check-Out;2;0;0;2400;03/07/2015;04/07/2015
240;517;270;2;Check-Out;2;0;0;2400;03/07/2015;04/07/2015
241;6;420;2;Check-Out;2;0;0;2400;03/07/2015;04/07/2015
242;193;211;2;Check-Out;2;0;0;2400;03/07/2015;04/07/2015
243;573;366;2;Check-Out;2;0;0;2410;03/07/2015;04/07/2015
244;357;588;2;Check-Out;2;0;0;2400;03/07/2015;04/07/2015
245;224;475;2;Canceled;2;0;0;2400;03/07/2015;05/07/2015
246;366;612;2;Canceled;2;0;0;2400;03/07/2015;05/07/2015
247;100;349;2;Canceled;2;0;0;2420;03/07/2015;10/07/2015
248;58;778;2;Check-Out;3;0;0;1050;03/07/2015;10/07/2015
249;66;231;2;Check-Out;2;1;0;2400;03/07/2015;10/07/2015
250;443;108;1;Check-Out;2;0;0;2500;03/07/2015;10/07/2015
251;88;822;1;Check-Out;2;0;0;0;03/07/2015;09/07/2015
252;969;126;2;Canceled;2;0;0;2400;03/07/2015;05/07/2015
253;455;772;2;Check-Out;3;0;0;2400;03/07/2015;05/07/2015
254;441;247;2;Check-Out;2;0;0;1150;03/07/2015;10/07/2015
255;95;379;2;Check-Out;2;0;0;1150;03/07/2015;10/07/2015
256;808;756;2;Check-Out;2;0;0;10;03/07/2015;05/07/2015
257;685;852;2;Check-Out;2;0;0;10;03/07/2015;05/07/2015
258;207;864;2;Check-Out;2;0;0;10;03/07/2015;05/07/2015
259;262;197;2;Check-Out;1;0;0;10;03/07/2015;05/07/2015
260;368;157;2;Canceled;2;0;0;10;03/07/2015;05/07/2015
261;889;353;2;Check-Out;1;0;0;10;03/07/2015;05/07/2015
262;770;341;2;Canceled;1;0;0;10;03/07/2015;05/07/2015
263;143;415;2;Check-Out;2;0;0;10;03/07/2015;05/07/2015
264;705;133;2;Check-Out;2;0;0;10;03/07/2015;05/07/2015
265;573;478;2;Canceled;1;0;0;10;03/07/2015;05/07/2015
266;306;925;2;Canceled;2;0;0;10;03/07/2015;05/07/2015
267;597;660;2;Canceled;2;0;0;130;03/07/2015;05/07/2015
268;815;264;2;Check-Out;2;0;0;10;03/07/2015;05/07/2015
269;686;205;2;Check-Out;2;0;0;10;03/07/2015;05/07/2015
270;849;936;2;Canceled;2;0;0;90;03/07/2015;06/07/2015
271;603;450;2;Check-Out;2;0;0;110;03/07/2015;10/07/2015
272;425;151;1;Check-Out;2;0;0;2500;04/07/2015;07/07/2015
273;44;246;2;Check-Out;2;0;0;80;04/07/2015;07/07/2015
274;801;969;2;Check-Out;1;2;0;2410;04/07/2015;10/07/2015
275;547;348;2;Check-Out;2;0;0;2400;04/07/2015;10/07/2015
276;892;265;2;Check-Out;2;0;0;2400;04/07/2015;11/07/2015
277;442;993;2;Canceled;2;2;0;2400;04/07/2015;11/07/2015
278;280;256;1;Canceled;3;0;0;2500;04/07/2015;11/07/2015
279;610;727;2;Canceled;2;0;0;2400;04/07/2015;11/07/2015
280;22;276;2;Check-Out;2;0;0;1340;04/07/2015;11/07/2015
281;767;176;2;Check-Out;2;0;1;2400;04/07/2015;11/07/2015
282;609;439;2;Check-Out;2;0;0;2400;04/07/2015;11/07/2015
283;75;980;2;Check-Out;2;0;1;2400;04/07/2015;11/07/2015
284;152;804;2;Check-Out;2;0;0;1470;04/07/2015;11/07/2015
285;349;790;2;Check-Out;3;0;0;2410;04/07/2015;12/07/2015
286;881;505;2;Canceled;2;0;0;2400;04/07/2015;12/07/2015
287;947;835;2;Check-Out;2;0;0;2400;04/07/2015;12/07/2015
288;998;486;2;Check-Out;2;0;0;400;04/07/2015;14/07/2015
289;274;247;2;Check-Out;2;0;0;400;04/07/2015;14/07/2015
290;83;584;1;Check-Out;2;1;0;2500;04/07/2015;14/07/2015
291;743;994;2;Check-Out;2;2;0;2400;04/07/2015;05/07/2015
292;344;367;2;Check-Out;2;0;0;80;04/07/2015;05/07/2015
293;250;448;2;Canceled;1;0;0;2400;04/07/2015;05/07/2015
294;501;977;1;No-Show;1;0;0;2500;04/07/2015;05/07/2015
295;22;864;2;Canceled;2;0;0;2400;04/07/2015;05/07/2015
296;818;204;2;Canceled;2;0;0;2400;04/07/2015;05/07/2015
297;213;993;1;Check-Out;4;0;0;0;04/07/2015;05/07/2015
298;417;306;2;Check-Out;2;0;0;2400;04/07/2015;05/07/2015
299;716;385;2;Check-Out;2;0;0;2400;04/07/2015;06/07/2015
300;230;282;2;Check-Out;2;0;0;2400;04/07/2015;06/07/2015
301;78;888;2;Check-Out;2;0;0;2400;04/07/2015;06/07/2015
302;207;840;2;Check-Out;2;0;0;2400;04/07/2015;06/07/2015
303;406;144;1;Check-Out;2;0;0;0;04/07/2015;05/07/2015
304;737;789;1;Canceled;2;1;0;0;04/07/2015;18/07/2015
305;753;288;2;Canceled;2;0;0;2400;04/07/2015;12/07/2015
306;186;505;2;Canceled;2;0;0;2400;04/07/2015;14/07/2015
307;918;529;2;Canceled;2;0;0;2400;04/07/2015;11/07/2015
308;918;276;2;Canceled;2;0;0;2400;04/07/2015;11/07/2015
309;838;262;2;Canceled;1;0;0;2400;04/07/2015;12/07/2015
310;561;961;2;Check-Out;2;0;0;1420;04/07/2015;05/07/2015
311;832;276;1;Check-Out;2;0;0;2500;04/07/2015;06/07/2015
312;770;168;2;Check-Out;2;0;0;2400;04/07/2015;09/07/2015
313;927;882;2;Check-Out;2;0;0;1420;04/07/2015;10/07/2015
314;714;835;2;Check-Out;2;0;0;2400;04/07/2015;11/07/2015
315;679;763;2;Check-Out;2;0;0;2400;04/07/2015;11/07/2015
316;476;534;1;Check-Out;2;0;0;0;04/07/2015;11/07/2015
317;8;966;1;Check-Out;2;0;0;0;04/07/2015;12/07/2015
318;200;163;2;Check-Out;2;0;0;1960;04/07/2015;12/07/2015
319;984;287;2;Check-Out;1;0;0;1960;04/07/2015;12/07/2015
320;939;673;2;Check-Out;2;0;0;1560;04/07/2015;14/07/2015
321;68;312;2;Check-Out;2;0;0;1560;04/07/2015;19/07/2015
322;370;694;2;Canceled;1;0;0;90;04/07/2015;06/07/2015
323;271;778;2;Canceled;1;0;0;90;04/07/2015;07/07/2015
324;192;684;2;Canceled;2;0;0;90;04/07/2015;07/07/2015
325;46;100;2;Check-Out;1;0;0;10;04/07/2015;08/07/2015
326;381;402;2;Canceled;2;0;0;90;04/07/2015;09/07/2015
327;91;108;2;Canceled;2;0;0;90;04/07/2015;09/07/2015
328;112;517;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
329;651;211;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
330;46;739;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
331;252;858;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
332;981;276;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
333;680;450;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
334;693;295;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
335;143;468;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
336;786;282;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
337;40;883;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
338;837;265;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
339;170;300;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
340;541;390;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
341;830;637;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
342;131;793;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
343;113;595;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
344;399;936;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
345;924;127;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
346;1001;612;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
347;807;300;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
348;919;684;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
349;818;883;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
350;899;907;2;Canceled;2;0;0;10;04/07/2015;08/07/2015
351;16;205;2;No-Show;2;0;0;90;04/07/2015;07/07/2015
352;940;247;2;Check-Out;2;0;0;10;04/07/2015;08/07/2015
353;328;672;2;Check-Out;2;0;0;10;04/07/2015;08/07/2015
354;287;204;2;Check-Out;2;0;0;10;04/07/2015;08/07/2015
355;959;390;2;Check-Out;2;0;0;10;04/07/2015;08/07/2015
356;718;595;2;Check-Out;2;0;0;10;04/07/2015;08/07/2015
357;848;136;2;Check-Out;3;0;0;10;04/07/2015;08/07/2015
358;969;772;2;Check-Out;1;0;0;10;04/07/2015;08/07/2015
359;509;820;2;Check-Out;1;0;0;10;04/07/2015;08/07/2015
360;787;223;2;Check-Out;2;0;0;2400;05/07/2015;06/07/2015
361;864;504;2;Canceled;2;0;0;2400;05/07/2015;06/07/2015
362;918;685;2;Check-Out;2;0;0;3060;05/07/2015;06/07/2015
363;472;191;2;Check-Out;1;0;0;1840;05/07/2015;06/07/2015
364;973;970;2;Check-Out;1;0;0;2400;05/07/2015;06/07/2015
365;648;805;2;Check-Out;2;0;0;2400;05/07/2015;06/07/2015
366;876;947;2;Check-Out;1;0;0;1840;05/07/2015;06/07/2015
367;282;276;2;Canceled;2;0;0;2400;05/07/2015;06/07/2015
368;971;192;1;Check-Out;2;0;0;0;05/07/2015;06/07/2015
369;36;754;2;Check-Out;3;0;0;2400;05/07/2015;07/07/2015
370;993;229;2;Check-Out;2;0;0;2400;05/07/2015;07/07/2015
371;909;139;2;Check-Out;2;0;0;2400;05/07/2015;09/07/2015
372;17;956;2;Check-Out;2;1;0;2410;05/07/2015;10/07/2015
373;107;390;2;Check-Out;2;0;0;2400;05/07/2015;10/07/2015
374;595;714;2;Check-Out;2;0;0;2400;05/07/2015;10/07/2015
375;919;995;2;Check-Out;2;0;0;2400;05/07/2015;11/07/2015
376;850;504;2;Check-Out;2;0;0;2400;05/07/2015;11/07/2015
377;342;994;2;Canceled;2;2;0;2400;05/07/2015;11/07/2015
378;562;733;2;Canceled;2;0;0;150;05/07/2015;12/07/2015
379;436;806;1;Check-Out;2;2;0;2500;05/07/2015;12/07/2015
380;632;145;2;Check-Out;2;0;0;2410;05/07/2015;12/07/2015
381;154;978;2;Canceled;2;0;0;2400;05/07/2015;12/07/2015
382;216;337;2;Check-Out;2;0;0;1750;05/07/2015;12/07/2015
383;493;991;2;Check-Out;2;2;0;2400;05/07/2015;14/07/2015
384;967;312;2;Check-Out;2;0;0;50;05/07/2015;15/07/2015
385;315;658;1;Check-Out;3;0;0;0;05/07/2015;15/07/2015
