servicio_id,reserva_id,tipo_comida,precio
2,127,BB,30.0
2,128,BB,30.0
2,129,BB,30.0
2,130,BB,30.0
2,131,BB,30.0
2,132,BB,30.0
2,133,BB,30.0
2,134,BB,30.0
2,135,BB,30.0
2,136,BB,30.0
2,137,BB,30.0
2,138,BB,30.0
2,139,BB,30.0
2,140,BB,30.0
2,141,HB,50.0
2,142,BB,30.0
2,143,BB,30.0
2,144,BB,30.0
2,145,BB,30.0
2,146,BB,30.0
2,147,BB,30.0
2,148,BB,30.0
2,149,BB,30.0
2,150,HB,50.0
2,151,HB,50.0
2,152,BB,30.0
2,153,HB,50.0
2,154,BB,30.0
2,155,BB,30.0
2,156,BB,30.0
2,157,BB,30.0
2,158,BB,30.0
2,159,HB,50.0
2,160,HB,50.0
2,161,BB,30.0
2,162,BB,30.0
2,163,BB,30.0
2,164,BB,30.0
2,165,HB,50.0
2,166,BB,30.0
2,167,BB,30.0
2,168,BB,30.0
2,169,BB,30.0
2,170,BB,30.0
2,171,BB,30.0
2,172,BB,30.0
2,173,BB,30.0
2,174,HB,50.0
2,175,HB,50.0
2,176,BB,30.0
2,177,BB,30.0
2,178,HB,50.0
2,179,HB,50.0
2,180,BB,30.0
2,181,HB,50.0
2,182,HB,50.0
2,183,BB,30.0
2,184,HB,50.0
2,185,BB,30.0
2,186,BB,30.0
2,187,BB,30.0
2,188,HB,50.0
2,189,HB,50.0
2,190,BB,30.0
2,191,BB,30.0
2,192,BB,30.0
2,193,BB,30.0
2,194,BB,30.0
2,195,BB,30.0
2,196,HB,50.0
2,197,BB,30.0
2,198,BB,30.0
2,199,BB,30.0
2,200,HB,50.0
2,201,BB,30.0
2,202,BB,30.0
2,203,BB,30.0
2,204,HB,50.0
2,205,BB,30.0
2,206,HB,50.0
2,207,HB,50.0
2,208,BB,30.0
2,209,BB,30.0
2,210,HB,50.0
2,211,BB,30.0
2,212,BB,30.0
2,213,BB,30.0
2,214,BB,30.0
2,215,BB,30.0
2,216,BB,30.0
2,217,BB,30.0
2,218,BB,30.0
2,219,BB,30.0
2,220,BB,30.0
2,221,BB,30.0
2,222,BB,30.0
2,223,BB,30.0
2,224,HB,50.0
2,225,BB,30.0
2,226,HB,50.0
2,227,HB,50.0
2,228,BB,30.0
2,229,BB,30.0
2,230,BB,30.0
2,231,BB,30.0
2,232,BB,30.0
2,233,BB,30.0
2,234,BB,30.0
2,235,BB,30.0
2,236,BB,30.0
2,237,BB,30.0
2,238,BB,30.0
2,239,BB,30.0
2,240,BB,30.0
2,241,BB,30.0
2,242,BB,30.0
2,243,BB,30.0
2,244,BB,30.0
2,245,BB,30.0
2,246,HB,50.0
2,247,HB,50.0
2,248,HB,50.0
2,249,BB,30.0
2,250,BB,30.0
2,251,BB,30.0
2,252,BB,30.0
2,253,BB,30.0
2,254,BB,30.0
2,255,HB,50.0
2,256,BB,30.0
2,257,BB,30.0
2,258,BB,30.0
2,259,BB,30.0
2,260,BB,30.0
2,261,FB,70.0
2,262,FB,70.0
2,263,BB,30.0
2,264,BB,30.0
2,265,HB,50.0
2,266,BB,30.0
2,267,HB,50.0
2,268,HB,50.0
2,269,HB,50.0
2,270,HB,50.0
2,271,HB,50.0
2,272,HB,50.0
2,273,FB,70.0
2,274,BB,30.0
2,275,BB,30.0
2,276,BB,30.0
2,277,BB,30.0
2,278,BB,30.0
2,279,HB,50.0
2,280,HB,50.0
2,281,HB,50.0
2,282,BB,30.0
2,283,BB,30.0
2,284,BB,30.0
2,285,HB,50.0
2,286,BB,30.0
2,287,BB,30.0
2,288,BB,30.0
2,289,BB,30.0
2,290,BB,30.0
2,291,BB,30.0
2,292,BB,30.0
2,293,HB,50.0
2,294,BB,30.0
2,295,BB,30.0
2,296,HB,50.0
2,297,BB,30.0
2,298,BB,30.0
2,299,BB,30.0
2,300,BB,30.0
2,301,BB,30.0
2,302,HB,50.0
2,303,BB,30.0
2,304,HB,50.0
2,305,HB,50.0
2,306,BB,30.0
2,307,BB,30.0
2,308,BB,30.0
2,309,BB,30.0
2,310,BB,30.0
2,311,BB,30.0
2,312,BB,30.0
2,313,BB,30.0
2,314,FB,70.0
2,315,HB,50.0
2,316,BB,30.0
2,317,BB,30.0
2,318,FB,70.0
2,319,BB,30.0
2,320,BB,30.0
2,321,HB,50.0
2,322,BB,30.0
2,323,BB,30.0
2,324,BB,30.0
2,325,HB,50.0
2,326,BB,30.0
2,327,BB,30.0
2,328,HB,50.0
2,329,BB,30.0
2,330,BB,30.0
2,331,BB,30.0
2,332,BB,30.0
2,333,BB,30.0
2,334,BB,30.0
2,335,BB,30.0
2,336,BB,30.0
2,337,BB,30.0
2,338,BB,30.0
2,339,HB,50.0
2,340,BB,30.0
2,341,BB,30.0
2,342,BB,30.0
2,343,BB,30.0
2,344,BB,30.0
2,345,BB,30.0
2,346,HB,50.0
2,347,BB,30.0
2,348,HB,50.0
2,349,BB,30.0
2,350,BB,30.0
2,351,BB,30.0
2,352,BB,30.0
2,353,BB,30.0
2,354,BB,30.0
2,355,BB,30.0
2,356,HB,50.0
2,357,BB,30.0
2,358,BB,30.0
2,359,BB,30.0
2,360,BB,30.0
2,361,HB,50.0
2,362,BB,30.0
2,363,HB,50.0
2,364,BB,30.0
2,365,BB,30.0
2,366,HB,50.0
2,367,BB,30.0
2,368,BB,30.0
2,369,BB,30.0
2,370,HB,50.0
2,371,BB,30.0
2,372,BB,30.0
2,373,BB,30.0
2,374,HB,50.0
2,375,BB,30.0
2,376,HB,50.0
2,377,HB,50.0
2,378,BB,30.0
2,379,HB,50.0
2,380,FB,70.0
2,381,HB,50.0
2,382,BB,30.0
2,383,BB,30.0
2,384,HB,50.0
2,385,BB,30.0
2,386,BB,30.0
2,387,BB,30.0
2,388,BB,30.0
2,389,BB,30.0
2,390,BB,30.0
2,391,BB,30.0
2,392,BB,30.0
2,393,BB,30.0
2,394,BB,30.0
2,395,HB,50.0
2,396,HB,50.0
2,397,HB,50.0
2,398,BB,30.0
2,399,HB,50.0
2,400,HB,50.0
2,401,BB,30.0
2,402,BB,30.0
2,403,BB,30.0
2,404,BB,30.0
2,405,HB,50.0
2,406,HB,50.0
2,407,BB,30.0
2,408,BB,30.0
2,409,HB,50.0
2,410,BB,30.0
2,411,HB,50.0
2,412,BB,30.0
2,413,BB,30.0
2,414,FB,70.0
2,415,FB,70.0
2,416,FB,70.0
2,417,FB,70.0
2,418,FB,70.0
2,419,BB,30.0
2,420,FB,70.0
2,421,FB,70.0
2,422,FB,70.0
2,423,FB,70.0
2,424,FB,70.0
2,425,FB,70.0
2,426,FB,70.0
2,427,FB,70.0
2,428,FB,70.0
2,429,FB,70.0
2,430,FB,70.0
2,431,FB,70.0
2,432,FB,70.0
2,433,FB,70.0
2,434,FB,70.0
2,435,BB,30.0
2,436,BB,30.0
2,437,BB,30.0
2,438,BB,30.0
2,439,BB,30.0
2,440,BB,30.0
2,441,BB,30.0
2,442,BB,30.0
2,443,BB,30.0
2,444,BB,30.0
2,445,BB,30.0
2,446,BB,30.0
2,447,HB,50.0
2,448,HB,50.0
2,449,BB,30.0
2,450,BB,30.0
2,451,BB,30.0
2,452,BB,30.0
2,453,BB,30.0
2,454,BB,30.0
2,455,HB,50.0
2,456,BB,30.0
2,457,HB,50.0
2,458,BB,30.0
2,459,HB,50.0
2,460,BB,30.0
2,461,BB,30.0
2,462,BB,30.0
2,463,BB,30.0
2,464,BB,30.0
2,465,BB,30.0
2,466,BB,30.0
2,467,BB,30.0
2,468,BB,30.0
2,469,BB,30.0
2,470,BB,30.0
2,471,BB,30.0
2,472,BB,30.0
2,473,BB,30.0
2,474,BB,30.0
2,475,BB,30.0
2,476,BB,30.0
2,477,BB,30.0
2,478,BB,30.0
2,479,BB,30.0
2,480,BB,30.0
2,481,BB,30.0
2,482,BB,30.0
2,483,BB,30.0
2,484,BB,30.0
2,485,BB,30.0
2,486,BB,30.0
2,487,BB,30.0
2,488,HB,50.0
2,489,BB,30.0
2,490,BB,30.0
2,491,HB,50.0
2,492,HB,50.0
2,493,HB,50.0
2,494,BB,30.0
2,495,HB,50.0
2,496,BB,30.0
2,497,BB,30.0
2,498,HB,50.0
2,499,BB,30.0
2,500,BB,30.0
2,501,BB,30.0
2,502,BB,30.0
2,503,BB,30.0
2,504,BB,30.0
2,505,BB,30.0
2,506,BB,30.0
2,507,BB,30.0
2,508,BB,30.0
2,509,BB,30.0
2,510,BB,30.0
2,511,HB,50.0
2,512,HB,50.0
2,513,HB,50.0
2,514,BB,30.0
2,515,BB,30.0
2,516,BB,30.0
2,517,HB,50.0
2,518,BB,30.0
2,519,BB,30.0
2,520,BB,30.0
2,521,BB,30.0
2,522,BB,30.0
2,523,BB,30.0
2,524,FB,70.0
2,525,BB,30.0
2,526,BB,30.0
2,527,FB,70.0
2,528,HB,50.0
2,529,FB,70.0
2,530,BB,30.0
2,531,HB,50.0
2,532,BB,30.0
2,533,BB,30.0
2,534,BB,30.0
2,535,HB,50.0
2,536,HB,50.0
2,537,HB,50.0
2,538,BB,30.0
2,539,BB,30.0
2,540,BB,30.0
2,541,BB,30.0
2,542,BB,30.0
2,543,BB,30.0
2,544,BB,30.0
2,545,BB,30.0
2,546,BB,30.0
2,547,BB,30.0
2,548,BB,30.0
2,549,BB,30.0
2,550,HB,50.0
2,551,HB,50.0
2,552,BB,30.0
2,553,BB,30.0
2,554,HB,50.0
2,555,BB,30.0
2,556,BB,30.0
2,557,BB,30.0
2,558,BB,30.0
2,559,BB,30.0
2,560,BB,30.0
2,561,BB,30.0
2,562,BB,30.0
2,563,BB,30.0
2,564,BB,30.0
2,565,BB,30.0
2,566,BB,30.0
2,567,BB,30.0
2,568,BB,30.0
2,569,BB,30.0
2,570,BB,30.0
2,571,BB,30.0
2,572,BB,30.0
2,573,BB,30.0
2,574,HB,50.0
2,575,BB,30.0
2,576,BB,30.0
2,577,BB,30.0
2,578,BB,30.0
2,579,BB,30.0
2,580,BB,30.0
2,581,BB,30.0
2,582,HB,50.0
2,583,BB,30.0
2,584,BB,30.0
2,585,FB,70.0
2,586,BB,30.0
2,587,HB,50.0
2,588,FB,70.0
2,589,HB,50.0
2,590,HB,50.0
2,591,BB,30.0
2,592,FB,70.0
2,593,HB,50.0
2,594,FB,70.0
2,595,HB,50.0
2,596,HB,50.0
2,597,HB,50.0
2,598,HB,50.0
2,599,HB,50.0
2,600,BB,30.0
2,601,BB,30.0
2,602,BB,30.0
2,603,BB,30.0
2,604,BB,30.0
2,605,BB,30.0
2,606,BB,30.0
2,607,HB,50.0
2,608,BB,30.0
2,609,BB,30.0
2,610,BB,30.0
2,611,BB,30.0
2,612,BB,30.0
2,613,BB,30.0
2,614,BB,30.0
2,615,HB,50.0
2,616,BB,30.0
2,617,BB,30.0
2,618,BB,30.0
2,619,BB,30.0
2,620,BB,30.0
2,621,BB,30.0
2,622,BB,30.0
2,623,BB,30.0
2,624,HB,50.0
2,625,BB,30.0
2,626,BB,30.0
2,627,HB,50.0
2,628,BB,30.0
2,629,BB,30.0
2,630,BB,30.0
2,631,BB,30.0
2,632,BB,30.0
2,633,HB,50.0
2,634,BB,30.0
2,635,BB,30.0
2,636,BB,30.0
2,637,BB,30.0
2,638,BB,30.0
2,639,BB,30.0
2,640,BB,30.0
2,641,BB,30.0
2,642,BB,30.0
2,643,BB,30.0
2,644,BB,30.0
2,645,BB,30.0
2,646,BB,30.0
2,647,BB,30.0
2,648,BB,30.0
2,649,BB,30.0
2,650,BB,30.0
2,651,BB,30.0
2,652,BB,30.0
2,653,BB,30.0
2,654,BB,30.0
2,655,BB,30.0
2,656,BB,30.0
2,657,BB,30.0
2,658,FB,70.0
2,659,HB,50.0
2,660,BB,30.0
2,661,BB,30.0
2,662,HB,50.0
2,663,BB,30.0
2,664,BB,30.0
2,665,BB,30.0
2,666,HB,50.0
2,667,HB,50.0
2,668,BB,30.0
2,669,BB,30.0
2,670,BB,30.0
2,671,BB,30.0
2,672,BB,30.0
2,673,BB,30.0
2,674,BB,30.0
2,675,BB,30.0
2,676,BB,30.0
2,677,HB,50.0
2,678,BB,30.0
2,679,HB,50.0
2,680,HB,50.0
2,681,BB,30.0
2,682,BB,30.0
2,683,HB,50.0
2,684,HB,50.0
2,685,BB,30.0
2,686,BB,30.0
2,687,HB,50.0
2,688,BB,30.0
2,689,BB,30.0
2,690,HB,50.0
2,691,BB,30.0
2,692,HB,50.0
2,693,HB,50.0
2,694,BB,30.0
2,695,BB,30.0
2,696,HB,50.0
2,697,HB,50.0
2,698,BB,30.0
2,699,BB,30.0
2,700,BB,30.0
2,701,BB,30.0
2,702,BB,30.0
2,703,BB,30.0
2,704,BB,30.0
2,705,BB,30.0
2,706,BB,30.0
2,707,BB,30.0
2,708,BB,30.0
2,709,BB,30.0
2,710,BB,30.0
2,711,BB,30.0
2,712,BB,30.0
2,713,BB,30.0
2,714,HB,50.0
2,715,BB,30.0
2,716,BB,30.0
2,717,HB,50.0
2,718,BB,30.0
2,719,HB,50.0
2,720,HB,50.0
2,721,HB,50.0
2,722,BB,30.0
2,723,BB,30.0
2,724,BB,30.0
2,725,BB,30.0
2,726,BB,30.0
2,727,HB,50.0
2,728,HB,50.0
2,729,BB,30.0
2,730,HB,50.0
2,731,BB,30.0
2,732,HB,50.0
2,733,BB,30.0
2,734,BB,30.0
2,735,BB,30.0
2,736,HB,50.0
2,737,BB,30.0
2,738,BB,30.0
2,739,HB,50.0
2,740,HB,50.0
2,741,BB,30.0
2,742,BB,30.0
2,743,BB,30.0
2,744,BB,30.0
2,745,BB,30.0
2,746,HB,50.0
2,747,BB,30.0
2,748,BB,30.0
2,749,BB,30.0
2,750,BB,30.0
2,751,HB,50.0
2,752,HB,50.0
2,753,HB,50.0
2,754,BB,30.0
2,755,BB,30.0
2,756,BB,30.0
2,757,BB,30.0
2,758,BB,30.0
2,759,BB,30.0
2,760,BB,30.0
2,761,BB,30.0
2,762,BB,30.0
2,763,BB,30.0
2,764,BB,30.0
2,765,BB,30.0
2,766,BB,30.0
2,767,BB,30.0
2,768,BB,30.0
2,769,BB,30.0
2,770,BB,30.0
2,771,BB,30.0
2,772,BB,30.0
2,773,BB,30.0
2,774,BB,30.0
2,775,HB,50.0
2,776,BB,30.0
2,777,BB,30.0
2,778,BB,30.0
2,779,BB,30.0
2,780,HB,50.0
2,781,HB,50.0
2,782,HB,50.0
2,783,BB,30.0
2,784,HB,50.0
2,785,HB,50.0
2,786,BB,30.0
2,787,BB,30.0
2,788,HB,50.0
2,789,BB,30.0
2,790,BB,30.0
2,791,BB,30.0
2,792,BB,30.0
2,793,BB,30.0
2,794,BB,30.0
2,795,BB,30.0
2,796,BB,30.0
2,797,BB,30.0
2,798,BB,30.0
2,799,BB,30.0
2,800,HB,50.0
2,801,BB,30.0
2,802,BB,30.0
2,803,BB,30.0
2,804,FB,70.0
2,805,BB,30.0
2,806,BB,30.0
2,807,BB,30.0
2,808,BB,30.0
2,809,BB,30.0
2,810,BB,30.0
2,811,HB,50.0
2,812,BB,30.0
2,813,BB,30.0
2,814,BB,30.0
2,815,BB,30.0
2,816,HB,50.0
2,817,BB,30.0
2,818,BB,30.0
2,819,BB,30.0
2,820,BB,30.0
2,821,BB,30.0
2,822,BB,30.0
2,823,BB,30.0
2,824,BB,30.0
2,825,BB,30.0
2,826,BB,30.0
2,827,BB,30.0
2,828,BB,30.0
2,829,BB,30.0
2,830,HB,50.0
2,831,BB,30.0
2,832,BB,30.0
2,833,BB,30.0
2,834,BB,30.0
2,835,BB,30.0
2,836,BB,30.0
2,837,BB,30.0
2,838,BB,30.0
2,839,BB,30.0
2,840,BB,30.0
2,841,BB,30.0
2,842,BB,30.0
2,843,BB,30.0
2,844,HB,50.0
2,845,HB,50.0
2,846,BB,30.0
2,847,BB,30.0
2,848,BB,30.0
2,849,BB,30.0
2,850,BB,30.0
2,851,BB,30.0
2,852,BB,30.0
2,853,BB,30.0
2,854,HB,50.0
2,855,BB,30.0
2,856,BB,30.0
2,857,BB,30.0
2,858,BB,30.0
2,859,HB,50.0
2,860,HB,50.0
2,861,BB,30.0
2,862,HB,50.0
2,863,HB,50.0
2,864,BB,30.0
2,865,HB,50.0
2,866,HB,50.0
2,867,BB,30.0
2,868,BB,30.0
2,869,BB,30.0
2,870,BB,30.0
2,871,BB,30.0
2,872,BB,30.0
2,873,BB,30.0
2,874,BB,30.0
2,875,HB,50.0
2,876,HB,50.0
2,877,BB,30.0
2,878,HB,50.0
2,879,BB,30.0
2,880,BB,30.0
2,881,FB,70.0
2,882,BB,30.0
2,883,BB,30.0
2,884,BB,30.0
2,885,HB,50.0
2,886,BB,30.0
2,887,BB,30.0
2,888,BB,30.0
2,889,BB,30.0
2,890,HB,50.0
2,891,HB,50.0
2,892,BB,30.0
2,893,BB,30.0
2,894,BB,30.0
2,895,BB,30.0
2,896,BB,30.0
2,897,BB,30.0
2,898,BB,30.0
2,899,HB,50.0
2,900,HB,50.0
2,901,BB,30.0
2,902,HB,50.0
2,903,BB,30.0
2,904,BB,30.0
2,905,BB,30.0
2,906,BB,30.0
2,907,HB,50.0
2,908,BB,30.0
2,909,HB,50.0
2,910,BB,30.0
2,911,BB,30.0
2,912,BB,30.0
2,913,HB,50.0
2,914,BB,30.0
2,915,BB,30.0
2,916,BB,30.0
2,917,BB,30.0
2,918,HB,50.0
2,919,BB,30.0
2,920,HB,50.0
2,921,HB,50.0
2,922,BB,30.0
2,923,BB,30.0
2,924,BB,30.0
2,925,BB,30.0
2,926,HB,50.0
2,927,BB,30.0
2,928,HB,50.0
2,929,HB,50.0
2,930,BB,30.0
2,931,BB,30.0
2,932,BB,30.0
2,933,BB,30.0
2,934,BB,30.0
2,935,BB,30.0
2,936,BB,30.0
2,937,BB,30.0
2,938,BB,30.0
2,939,BB,30.0
2,940,BB,30.0
2,941,BB,30.0
2,942,BB,30.0
2,943,BB,30.0
2,944,BB,30.0
2,945,BB,30.0
2,946,BB,30.0
2,947,HB,50.0
2,948,BB,30.0
2,949,BB,30.0
2,950,HB,50.0
2,951,BB,30.0
2,952,BB,30.0
2,953,HB,50.0
2,954,HB,50.0
2,955,HB,50.0
2,956,BB,30.0
2,957,BB,30.0
2,958,BB,30.0
2,959,BB,30.0
2,960,BB,30.0
2,961,HB,50.0
2,962,BB,30.0
2,963,BB,30.0
2,964,BB,30.0
2,965,HB,50.0
2,966,HB,50.0
2,967,BB,30.0
2,968,HB,50.0
2,969,HB,50.0
2,970,BB,30.0
2,971,HB,50.0
2,972,BB,30.0
2,973,BB,30.0
2,974,FB,70.0
2,975,HB,50.0
2,976,HB,50.0
2,977,HB,50.0
2,978,BB,30.0
2,979,HB,50.0
2,980,BB,30.0
2,981,HB,50.0
2,982,BB,30.0
2,983,BB,30.0
2,984,BB,30.0
2,985,BB,30.0
2,986,BB,30.0
2,987,BB,30.0
2,988,BB,30.0
2,989,BB,30.0
2,990,BB,30.0
2,991,BB,30.0
2,992,BB,30.0
2,993,BB,30.0
2,994,BB,30.0
2,995,HB,50.0
2,996,HB,50.0
2,997,BB,30.0
2,998,BB,30.0
2,999,FB,70.0
2,1000,BB,30.0
2,1001,HB,50.0
2,1002,BB,30.0
2,1003,HB,50.0
2,1004,BB,30.0
2,1005,BB,30.0
2,1006,HB,50.0
2,1007,HB,50.0
2,1008,HB,50.0
2,1009,HB,50.0
2,1010,BB,30.0
2,1011,BB,30.0
2,1012,BB,30.0
2,1013,BB,30.0
2,1014,BB,30.0
2,1015,BB,30.0
2,1016,HB,50.0
2,1017,BB,30.0
2,1018,HB,50.0
2,1019,BB,30.0
2,1020,BB,30.0
2,1021,BB,30.0
2,1022,BB,30.0
2,1023,BB,30.0
2,1024,BB,30.0
2,1025,HB,50.0
2,1026,BB,30.0
2,1027,BB,30.0
2,1028,BB,30.0
2,1029,HB,50.0
2,1030,BB,30.0
2,1031,BB,30.0
2,1032,BB,30.0
2,1033,BB,30.0
2,1034,BB,30.0
2,1035,BB,30.0
2,1036,BB,30.0
2,1037,BB,30.0
2,1038,BB,30.0
2,1039,BB,30.0
2,1040,BB,30.0
2,1041,BB,30.0
2,1042,BB,30.0
2,1043,HB,50.0
2,1044,BB,30.0
2,1045,BB,30.0
2,1046,HB,50.0
2,1047,HB,50.0
2,1048,HB,50.0
2,1049,HB,50.0
2,1050,HB,50.0
2,1051,BB,30.0
2,1052,BB,30.0
2,1053,BB,30.0
2,1054,FB,70.0
2,1055,BB,30.0
2,1056,HB,50.0
2,1057,BB,30.0
2,1058,BB,30.0
2,1059,BB,30.0
2,1060,BB,30.0
2,1061,BB,30.0
2,1062,BB,30.0
2,1063,HB,50.0
2,1064,BB,30.0
2,1065,BB,30.0
2,1066,BB,30.0
2,1067,BB,30.0
2,1068,BB,30.0
2,1069,BB,30.0
2,1070,BB,30.0
2,1071,BB,30.0
2,1072,BB,30.0
2,1073,BB,30.0
2,1074,BB,30.0
2,1075,BB,30.0
2,1076,BB,30.0
2,1077,BB,30.0
2,1078,BB,30.0
2,1079,BB,30.0
2,1080,BB,30.0
2,1081,BB,30.0
2,1082,HB,50.0
2,1083,BB,30.0
2,1084,HB,50.0
2,1085,BB,30.0
2,1086,BB,30.0
2,1087,BB,30.0
2,1088,BB,30.0
2,1089,HB,50.0
2,1090,BB,30.0
2,1091,HB,50.0
2,1092,BB,30.0
2,1093,BB,30.0
2,1094,BB,30.0
2,1095,BB,30.0
2,1096,BB,30.0
2,1097,BB,30.0
2,1098,BB,30.0
2,1099,BB,30.0
2,1100,HB,50.0
2,1101,BB,30.0
2,1102,BB,30.0
2,1103,HB,50.0
2,1104,HB,50.0
2,1105,BB,30.0
2,1106,HB,50.0
2,1107,HB,50.0
2,1108,BB,30.0
2,1109,HB,50.0
2,1110,BB,30.0
2,1111,BB,30.0
2,1112,HB,50.0
2,1113,HB,50.0
2,1114,HB,50.0
2,1115,BB,30.0
2,1116,BB,30.0
2,1117,HB,50.0
2,1118,BB,30.0
2,1119,HB,50.0
2,1120,HB,50.0
2,1121,BB,30.0
2,1122,HB,50.0
2,1123,BB,30.0
2,1124,HB,50.0
2,1125,HB,50.0
2,1126,BB,30.0
2,1127,HB,50.0
2,1128,HB,50.0
2,1129,HB,50.0
2,1130,FB,70.0
2,1131,FB,70.0
2,1132,BB,30.0
2,1133,FB,70.0
2,1134,BB,30.0
2,1135,HB,50.0
2,1136,HB,50.0
2,1137,BB,30.0
2,1138,HB,50.0
2,1139,HB,50.0
2,1140,BB,30.0
2,1141,BB,30.0
2,1142,BB,30.0
2,1143,HB,50.0
2,1144,BB,30.0
2,1145,BB,30.0
2,1146,HB,50.0
2,1147,HB,50.0
2,1148,HB,50.0
2,1149,BB,30.0
2,1150,BB,30.0
2,1151,BB,30.0
2,1152,BB,30.0
2,1153,BB,30.0
2,1154,BB,30.0
2,1155,BB,30.0
2,1156,BB,30.0
2,1157,BB,30.0
2,1158,BB,30.0
2,1159,BB,30.0
2,1160,BB,30.0
2,1161,BB,30.0
2,1162,BB,30.0
2,1163,BB,30.0
2,1164,BB,30.0
2,1165,BB,30.0
2,1166,BB,30.0
2,1167,BB,30.0
2,1168,BB,30.0
2,1169,BB,30.0
2,1170,HB,50.0
2,1171,BB,30.0
2,1172,BB,30.0
2,1173,BB,30.0
2,1174,BB,30.0
2,1175,BB,30.0
2,1176,BB,30.0
2,1177,BB,30.0
2,1178,BB,30.0
2,1179,BB,30.0
2,1180,HB,50.0
2,1181,HB,50.0
2,1182,HB,50.0
2,1183,BB,30.0
2,1184,FB,70.0
2,1185,HB,50.0
2,1186,BB,30.0
2,1187,BB,30.0
2,1188,HB,50.0
2,1189,BB,30.0
2,1190,HB,50.0
2,1191,HB,50.0
2,1192,HB,50.0
2,1193,HB,50.0
2,1194,HB,50.0
2,1195,BB,30.0
2,1196,BB,30.0
2,1197,HB,50.0
2,1198,HB,50.0
2,1199,BB,30.0
2,1200,BB,30.0
2,1201,BB,30.0
2,1202,HB,50.0
2,1203,HB,50.0
2,1204,BB,30.0
2,1205,HB,50.0
2,1206,BB,30.0
2,1207,BB,30.0
2,1208,BB,30.0
2,1209,BB,30.0
2,1210,BB,30.0
2,1211,HB,50.0
2,1212,BB,30.0
2,1213,BB,30.0
2,1214,BB,30.0
2,1215,BB,30.0
2,1216,HB,50.0
2,1217,BB,30.0
2,1218,HB,50.0
2,1219,HB,50.0
2,1220,BB,30.0
2,1221,BB,30.0
2,1222,HB,50.0
2,1223,HB,50.0
2,1224,HB,50.0
2,1225,BB,30.0
2,1226,BB,30.0
2,1227,HB,50.0
2,1228,BB,30.0
2,1229,HB,50.0
2,1230,HB,50.0
2,1231,BB,30.0
2,1232,HB,50.0
2,1233,BB,30.0
2,1234,BB,30.0
2,1235,BB,30.0
2,1236,HB,50.0
2,1237,HB,50.0
2,1238,BB,30.0
2,1239,HB,50.0
2,1240,BB,30.0
2,1241,BB,30.0
2,1242,BB,30.0
2,1243,BB,30.0
2,1244,BB,30.0
2,1245,BB,30.0
2,1246,BB,30.0
