id_reserva;id_cliente;id_habitacion;id_canal;estado_reserva;adultos;ninos;bebes;deposito;checkin;checkout
138;524;570;2;Check-Out;2;0;0;2430;2015-07-02;2015-07-09
139;13;913;2;Check-Out;2;0;0;2410;2015-07-02;2015-07-09
140;139;846;2;Check-Out;2;0;0;1560;2015-07-02;2015-07-09
141;886;114;2;Check-Out;2;0;0;1560;2015-07-02;2015-07-13
142;502;774;2;Check-Out;2;0;0;2430;2015-07-02;2015-07-16
143;987;823;2;Check-Out;2;0;0;2400;2015-07-02;2015-07-03
144;161;997;2;Check-Out;2;0;0;2400;2015-07-02;2015-07-03
145;60;879;1;Check-Out;2;2;0;0;2015-07-02;2015-07-03
146;968;994;1;Check-Out;2;0;0;0;2015-07-02;2015-07-03
147;854;865;2;Check-Out;2;0;0;2400;2015-07-02;2015-07-03
148;138;703;1;Check-Out;2;0;0;0;2015-07-02;2015-07-03
149;25;576;2;Check-Out;2;0;0;2420;2015-07-02;2015-07-04
150;117;643;2;Check-Out;2;0;0;2410;2015-07-02;2015-07-04
151;485;588;2;Check-Out;2;0;0;2400;2015-07-02;2015-07-04
152;725;211;1;Check-Out;2;0;0;2500;2015-07-02;2015-07-05
153;610;378;2;Check-Out;2;0;0;1150;2015-07-02;2015-07-05
154;140;204;2;Canceled;2;0;0;2400;2015-07-02;2015-07-05
155;575;948;2;Canceled;2;0;0;2430;2015-07-02;2015-07-16
156;624;667;2;Canceled;2;0;0;2400;2015-07-02;2015-07-06
157;374;293;1;Canceled;1;0;0;0;2015-07-02;2015-07-05
158;730;156;2;Check-Out;2;0;0;1560;2015-07-02;2015-07-08
159;383;624;2;Check-Out;2;0;0;2430;2015-07-02;2015-07-08
160;953;568;2;Check-Out;1;0;0;2430;2015-07-02;2015-07-09
161;600;652;2;Check-Out;1;0;0;2430;2015-07-02;2015-07-09
162;584;337;2;Check-Out;2;0;0;1560;2015-07-02;2015-07-09
163;616;730;2;Check-Out;3;0;0;50;2015-07-02;2015-07-13
164;557;379;2;Check-Out;2;0;0;690;2015-07-02;2015-07-13
165;902;528;2;Check-Out;2;0;0;2430;2015-07-02;2015-07-16
166;502;847;2;Check-Out;2;0;0;2430;2015-07-02;2015-07-16
167;33;174;2;Canceled;2;0;0;90;2015-07-02;2015-07-04
168;338;571;2;Canceled;2;0;0;90;2015-07-02;2015-07-05
169;441;160;2;Check-Out;1;0;0;10;2015-07-02;2015-07-05
170;77;736;2;Canceled;1;0;0;90;2015-07-02;2015-07-06
171;884;415;2;No-Show;2;0;0;80;2015-07-02;2015-07-07
172;324;570;2;No-Show;2;0;0;80;2015-07-02;2015-07-07
173;717;390;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
174;213;300;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
175;264;372;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
176;157;985;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
177;957;157;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
178;685;138;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
179;782;966;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
180;786;924;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
181;695;588;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
182;172;588;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
183;788;828;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
184;336;679;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
185;379;973;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
186;769;138;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
187;391;156;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
188;516;661;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
189;372;348;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
190;597;858;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
191;189;636;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
192;359;768;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
193;758;270;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
194;293;895;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
195;624;120;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
196;630;337;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
197;974;463;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
198;461;948;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
199;434;547;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
200;108;703;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
201;620;667;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
202;484;720;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
203;599;829;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
204;659;648;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
205;587;336;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
206;979;181;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
207;908;457;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
208;249;588;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
209;322;936;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
210;77;115;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
211;356;643;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
212;176;630;2;Canceled;2;0;0;10;2015-07-02;2015-07-04
213;157;270;2;Canceled;2;0;0;90;2015-07-02;2015-07-06
214;886;367;2;Canceled;2;0;0;90;2015-07-02;2015-07-05
215;953;468;2;Canceled;2;0;0;90;2015-07-02;2015-07-09
216;997;579;2;Check-Out;2;2;0;2400;2015-07-03;2015-07-05
217;806;150;2;Check-Out;2;0;0;2400;2015-07-03;2015-07-05
218;8;378;2;Check-Out;2;0;0;2420;2015-07-03;2015-07-05
219;495;622;2;Canceled;3;0;0;2420;2015-07-03;2015-07-05
220;360;924;2;Canceled;2;0;0;2400;2015-07-03;2015-07-05
221;657;169;2;Canceled;2;0;0;2400;2015-07-03;2015-07-05
222;281;162;2;Canceled;2;0;0;2400;2015-07-03;2015-07-05
223;236;426;2;Check-Out;2;0;0;30;2015-07-03;2015-07-05
224;812;786;2;Check-Out;2;0;0;2400;2015-07-03;2015-07-05
225;876;784;2;Canceled;3;0;0;2420;2015-07-03;2015-07-05
226;607;618;2;Check-Out;2;0;0;2400;2015-07-03;2015-07-06
227;973;751;2;Canceled;2;0;0;2400;2015-07-03;2015-07-06
228;131;371;2;Check-Out;1;0;0;2400;2015-07-03;2015-07-07
229;576;150;2;Check-Out;2;0;0;1050;2015-07-03;2015-07-07
230;313;850;2;Check-Out;3;0;0;50;2015-07-03;2015-07-11
231;914;415;2;Check-Out;2;0;0;400;2015-07-03;2015-07-12
232;845;402;2;Canceled;2;0;0;400;2015-07-03;2015-07-13
233;729;114;2;Check-Out;2;0;0;400;2015-07-03;2015-07-13
234;648;547;1;Canceled;2;0;0;2500;2015-07-03;2015-07-13
235;452;457;2;Check-Out;2;0;0;1150;2015-07-03;2015-07-13
236;565;468;2;Check-Out;2;0;0;400;2015-07-03;2015-07-17
237;498;571;2;Check-Out;2;0;0;2410;2015-07-03;2015-07-17
238;188;915;2;Canceled;2;1;0;2420;2015-07-03;2015-07-24
239;836;396;2;Check-Out;2;0;0;2400;2015-07-03;2015-07-04
240;517;270;2;Check-Out;2;0;0;2400;2015-07-03;2015-07-04
241;6;420;2;Check-Out;2;0;0;2400;2015-07-03;2015-07-04
242;193;211;2;Check-Out;2;0;0;2400;2015-07-03;2015-07-04
243;573;366;2;Check-Out;2;0;0;2410;2015-07-03;2015-07-04
244;357;588;2;Check-Out;2;0;0;2400;2015-07-03;2015-07-04
245;224;475;2;Canceled;2;0;0;2400;2015-07-03;2015-07-05
246;366;612;2;Canceled;2;0;0;2400;2015-07-03;2015-07-05
247;100;349;2;Canceled;2;0;0;2420;2015-07-03;2015-07-10
248;58;778;2;Check-Out;3;0;0;1050;2015-07-03;2015-07-10
249;66;231;2;Check-Out;2;1;0;2400;2015-07-03;2015-07-10
250;443;108;1;Check-Out;2;0;0;2500;2015-07-03;2015-07-10
251;88;822;1;Check-Out;2;0;0;0;2015-07-03;2015-07-09
252;969;126;2;Canceled;2;0;0;2400;2015-07-03;2015-07-05
253;455;772;2;Check-Out;3;0;0;2400;2015-07-03;2015-07-05
254;441;247;2;Check-Out;2;0;0;1150;2015-07-03;2015-07-10
255;95;379;2;Check-Out;2;0;0;1150;2015-07-03;2015-07-10
256;808;756;2;Check-Out;2;0;0;10;2015-07-03;2015-07-05
257;685;852;2;Check-Out;2;0;0;10;2015-07-03;2015-07-05
258;207;864;2;Check-Out;2;0;0;10;2015-07-03;2015-07-05
259;262;197;2;Check-Out;1;0;0;10;2015-07-03;2015-07-05
260;368;157;2;Canceled;2;0;0;10;2015-07-03;2015-07-05
261;889;353;2;Check-Out;1;0;0;10;2015-07-03;2015-07-05
262;770;341;2;Canceled;1;0;0;10;2015-07-03;2015-07-05
263;143;415;2;Check-Out;2;0;0;10;2015-07-03;2015-07-05
264;705;133;2;Check-Out;2;0;0;10;2015-07-03;2015-07-05
265;573;478;2;Canceled;1;0;0;10;2015-07-03;2015-07-05
266;306;925;2;Canceled;2;0;0;10;2015-07-03;2015-07-05
267;597;660;2;Canceled;2;0;0;130;2015-07-03;2015-07-05
268;815;264;2;Check-Out;2;0;0;10;2015-07-03;2015-07-05
269;686;205;2;Check-Out;2;0;0;10;2015-07-03;2015-07-05
270;849;936;2;Canceled;2;0;0;90;2015-07-03;2015-07-06
271;603;450;2;Check-Out;2;0;0;110;2015-07-03;2015-07-10
272;425;151;1;Check-Out;2;0;0;2500;2015-07-04;2015-07-07
273;44;246;2;Check-Out;2;0;0;80;2015-07-04;2015-07-07
274;801;969;2;Check-Out;1;2;0;2410;2015-07-04;2015-07-10
275;547;348;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-10
276;892;265;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-11
277;442;993;2;Canceled;2;2;0;2400;2015-07-04;2015-07-11
278;280;256;1;Canceled;3;0;0;2500;2015-07-04;2015-07-11
279;610;727;2;Canceled;2;0;0;2400;2015-07-04;2015-07-11
280;22;276;2;Check-Out;2;0;0;1340;2015-07-04;2015-07-11
281;767;176;2;Check-Out;2;0;1;2400;2015-07-04;2015-07-11
282;609;439;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-11
283;75;980;2;Check-Out;2;0;1;2400;2015-07-04;2015-07-11
284;152;804;2;Check-Out;2;0;0;1470;2015-07-04;2015-07-11
285;349;790;2;Check-Out;3;0;0;2410;2015-07-04;2015-07-12
286;881;505;2;Canceled;2;0;0;2400;2015-07-04;2015-07-12
287;947;835;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-12
288;998;486;2;Check-Out;2;0;0;400;2015-07-04;2015-07-14
289;274;247;2;Check-Out;2;0;0;400;2015-07-04;2015-07-14
290;83;584;1;Check-Out;2;1;0;2500;2015-07-04;2015-07-14
291;743;994;2;Check-Out;2;2;0;2400;2015-07-04;2015-07-05
292;344;367;2;Check-Out;2;0;0;80;2015-07-04;2015-07-05
293;250;448;2;Canceled;1;0;0;2400;2015-07-04;2015-07-05
294;501;977;1;No-Show;1;0;0;2500;2015-07-04;2015-07-05
295;22;864;2;Canceled;2;0;0;2400;2015-07-04;2015-07-05
296;818;204;2;Canceled;2;0;0;2400;2015-07-04;2015-07-05
297;213;993;1;Check-Out;4;0;0;0;2015-07-04;2015-07-05
298;417;306;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-05
299;716;385;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-06
300;230;282;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-06
301;78;888;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-06
302;207;840;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-06
303;406;144;1;Check-Out;2;0;0;0;2015-07-04;2015-07-05
304;737;789;1;Canceled;2;1;0;0;2015-07-04;2015-07-18
305;753;288;2;Canceled;2;0;0;2400;2015-07-04;2015-07-12
306;186;505;2;Canceled;2;0;0;2400;2015-07-04;2015-07-14
307;918;529;2;Canceled;2;0;0;2400;2015-07-04;2015-07-11
308;918;276;2;Canceled;2;0;0;2400;2015-07-04;2015-07-11
309;838;262;2;Canceled;1;0;0;2400;2015-07-04;2015-07-12
310;561;961;2;Check-Out;2;0;0;1420;2015-07-04;2015-07-05
311;832;276;1;Check-Out;2;0;0;2500;2015-07-04;2015-07-06
312;770;168;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-09
313;927;882;2;Check-Out;2;0;0;1420;2015-07-04;2015-07-10
314;714;835;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-11
315;679;763;2;Check-Out;2;0;0;2400;2015-07-04;2015-07-11
316;476;534;1;Check-Out;2;0;0;0;2015-07-04;2015-07-11
317;8;966;1;Check-Out;2;0;0;0;2015-07-04;2015-07-12
318;200;163;2;Check-Out;2;0;0;1960;2015-07-04;2015-07-12
319;984;287;2;Check-Out;1;0;0;1960;2015-07-04;2015-07-12
320;939;673;2;Check-Out;2;0;0;1560;2015-07-04;2015-07-14
321;68;312;2;Check-Out;2;0;0;1560;2015-07-04;2015-07-19
322;370;694;2;Canceled;1;0;0;90;2015-07-04;2015-07-06
323;271;778;2;Canceled;1;0;0;90;2015-07-04;2015-07-07
324;192;684;2;Canceled;2;0;0;90;2015-07-04;2015-07-07
325;46;100;2;Check-Out;1;0;0;10;2015-07-04;2015-07-08
326;381;402;2;Canceled;2;0;0;90;2015-07-04;2015-07-09
327;91;108;2;Canceled;2;0;0;90;2015-07-04;2015-07-09
328;112;517;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
329;651;211;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
330;46;739;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
331;252;858;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
332;981;276;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
333;680;450;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
334;693;295;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
335;143;468;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
336;786;282;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
337;40;883;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
338;837;265;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
339;170;300;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
340;541;390;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
341;830;637;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
342;131;793;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
343;113;595;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
344;399;936;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
345;924;127;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
346;1001;612;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
347;807;300;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
348;919;684;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
349;818;883;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
350;899;907;2;Canceled;2;0;0;10;2015-07-04;2015-07-08
351;16;205;2;No-Show;2;0;0;90;2015-07-04;2015-07-07
352;940;247;2;Check-Out;2;0;0;10;2015-07-04;2015-07-08
353;328;672;2;Check-Out;2;0;0;10;2015-07-04;2015-07-08
354;287;204;2;Check-Out;2;0;0;10;2015-07-04;2015-07-08
355;959;390;2;Check-Out;2;0;0;10;2015-07-04;2015-07-08
356;718;595;2;Check-Out;2;0;0;10;2015-07-04;2015-07-08
357;848;136;2;Check-Out;3;0;0;10;2015-07-04;2015-07-08
358;969;772;2;Check-Out;1;0;0;10;2015-07-04;2015-07-08
359;509;820;2;Check-Out;1;0;0;10;2015-07-04;2015-07-08
360;787;223;2;Check-Out;2;0;0;2400;2015-07-05;2015-07-06
361;864;504;2;Canceled;2;0;0;2400;2015-07-05;2015-07-06
362;918;685;2;Check-Out;2;0;0;3060;2015-07-05;2015-07-06
363;472;191;2;Check-Out;1;0;0;1840;2015-07-05;2015-07-06
364;973;970;2;Check-Out;1;0;0;2400;2015-07-05;2015-07-06
365;648;805;2;Check-Out;2;0;0;2400;2015-07-05;2015-07-06
366;876;947;2;Check-Out;1;0;0;1840;2015-07-05;2015-07-06
367;282;276;2;Canceled;2;0;0;2400;2015-07-05;2015-07-06
368;971;192;1;Check-Out;2;0;0;0;2015-07-05;2015-07-06
369;36;754;2;Check-Out;3;0;0;2400;2015-07-05;2015-07-07
370;993;229;2;Check-Out;2;0;0;2400;2015-07-05;2015-07-07
371;909;139;2;Check-Out;2;0;0;2400;2015-07-05;2015-07-09
372;17;956;2;Check-Out;2;1;0;2410;2015-07-05;2015-07-10
373;107;390;2;Check-Out;2;0;0;2400;2015-07-05;2015-07-10
374;595;714;2;Check-Out;2;0;0;2400;2015-07-05;2015-07-10
375;919;995;2;Check-Out;2;0;0;2400;2015-07-05;2015-07-11
376;850;504;2;Check-Out;2;0;0;2400;2015-07-05;2015-07-11
377;342;994;2;Canceled;2;2;0;2400;2015-07-05;2015-07-11
378;562;733;2;Canceled;2;0;0;150;2015-07-05;2015-07-12
379;436;806;1;Check-Out;2;2;0;2500;2015-07-05;2015-07-12
380;632;145;2;Check-Out;2;0;0;2410;2015-07-05;2015-07-12
381;154;978;2;Canceled;2;0;0;2400;2015-07-05;2015-07-12
382;216;337;2;Check-Out;2;0;0;1750;2015-07-05;2015-07-12
383;493;991;2;Check-Out;2;2;0;2400;2015-07-05;2015-07-14
384;967;312;2;Check-Out;2;0;0;50;2015-07-05;2015-07-15
385;315;658;1;Check-Out;3;0;0;0;2015-07-05;2015-07-15
